Candidate Name,DOB,Registration Number,State,Maths,Physics,English,GK,Total Marks,PFT
Aarav Singh,24-03-2005,863737,Punjab,9,1,0,9,19,Pass
Raj Fernandes,28-06-2005,506600,Haryana,1,1,22,21,45,Pass
Aarav Chopra,27-12-2004,762099,Himachal Pradesh,6,6,13,20,45,Pass
Raj Khan,29-12-2004,400633,Gujarat,9,1,5,15,30,Pass
Vivaan D'Souza,20-06-2005,986461,Delhi,3,1,18,10,32,Pass
Peter Singh,05-03-2006,761523,Assam,6,5,2,16,29,Pass
Paul Fernandes,08-01-2006,908339,Punjab,4,22,8,15,49,Pass
Yash Singh,23-11-2005,270062,Tamil Nadu,0,16,22,4,42,Pass
Aryan Pillai,07-10-2005,460565,Kerala,4,12,23,19,58,Pass
Manpreet Singh,25-05-2005,430216,Maharashtra,0,13,22,8,43,Pass
Rohan D'Souza,10-01-2005,943546,Madhya Pradesh,1,13,19,23,56,Pass
Vivaan D'Souza,26-10-2005,787125,Madhya Pradesh,19,16,13,7,55,Pass
Aarav Chopra,19-07-2005,263575,Kerala,2,15,17,11,45,Pass
Aditya Sharma,27-10-2005,403539,Puducherry,2,17,16,3,38,Pass
Ishaan Fernandes,24-11-2004,487424,Rajasthan,21,6,24,0,51,Pass
Krishna Chopra,19-02-2006,410863,Uttar Pradesh,20,9,4,14,47,Pass
Aryan D'Souza,04-03-2005,563140,Tamil Nadu,18,5,17,18,58,Pass
Kunal Singh,05-09-2005,703996,Delhi,23,7,15,17,62,Pass
Aryan Khan,04-05-2006,423611,Bihar,9,12,7,8,36,Pass
Rohan Sharma,21-07-2005,185525,Uttar Pradesh,20,9,4,14,47,Pass
Rohan Mehta,10-05-2005,344626,Bihar,7,15,4,0,26,Pass
Vivaan Reddy,19-06-2005,340193,Rajasthan,23,2,2,4,31,Pass
Aryan Mehta,25-05-2005,722254,Bihar,16,14,7,6,43,Pass
Vivaan Sharma,24-11-2005,896351,Madhya Pradesh,12,3,13,1,29,Pass
Sukhwinder Chopra,06-06-2005,355190,Madhya Pradesh,1,5,7,19,32,Pass
Krishna Reddy,02-05-2005,126239,Jammu & Kashmir + Ladakh,11,22,7,14,54,Pass
Krishna Khan,15-12-2004,438340,Bihar,8,22,8,2,40,Pass
Krishna Verma,26-05-2005,238841,Bihar,3,19,9,20,51,Pass
Aryan Sharma,20-07-2005,790708,Kerala,5,19,16,21,61,Pass
Harjeet Reddy,18-02-2006,716155,Uttar Pradesh,10,9,4,14,37,Pass
Harjeet Chopra,05-01-2006,905621,West Bengal,3,20,24,20,67,Pass
John Khan,11-12-2005,791297,Tamil Nadu,13,24,9,5,51,Pass
Kunal Fernandes,01-12-2005,542065,Jharkhand,20,0,24,23,67,Pass
Kunal Singh,22-11-2004,589187,Uttar Pradesh,11,9,4,14,38,Pass
Balbir Pillai,08-06-2005,455839,Uttar Pradesh,22,9,4,14,49,Pass
Balbir Pillai,10-02-2005,853918,Puducherry,1,8,5,19,33,Pass
Kunal Chopra,11-09-2005,165480,Haryana,17,8,19,4,48,Pass
Raj Chopra,27-05-2005,582727,Haryana,12,8,1,24,45,Pass
Vivaan Singh,19-11-2005,175717,Bihar,4,12,15,9,40,Pass
Ishaan Khan,06-01-2005,821632,Jharkhand,4,15,24,24,67,Pass
Kunal Pillai,21-02-2006,569437,Madhya Pradesh,24,14,8,0,46,Pass
Harjeet Khan,03-05-2006,472954,Madhya Pradesh,15,8,9,4,36,Pass
Farhan Reddy,30-11-2005,982298,Rajasthan,2,5,3,16,26,Pass
Ishaan Pillai,09-12-2005,343142,Karnataka,8,11,18,7,44,Pass
Aryan Khan,06-07-2005,246350,Sikkim,5,3,12,24,44,Pass
Rohan Fernandes,21-01-2005,106829,Himachal Pradesh,24,9,6,19,58,Pass
Aryan Pillai,16-10-2005,842293,Chhattisgarh,23,4,12,5,44,Pass
Vivaan Singh,14-01-2005,492708,Jharkhand,24,7,23,13,67,Pass
Rohan Khan,06-04-2006,407021,Haryana,16,17,18,6,57,Pass
Krishna Mehta,23-10-2005,805224,Haryana,9,16,22,0,47,Pass
Sukhwinder Mehta,14-07-2005,460496,Rajasthan,4,9,12,5,30,Pass
Aditya Mehta,22-12-2005,407015,Kerala,14,7,19,10,50,Pass
Aditya Singh,10-04-2005,809988,Uttar Pradesh,0,9,4,14,27,Pass
Rohan Sharma,12-04-2005,684619,Andaman & Nicobar,7,9,9,7,32,Pass
Imran D'Souza,29-12-2005,996761,Haryana,12,15,19,12,58,Pass
Farhan Mehta,20-08-2005,694726,Telangana,10,7,15,4,36,Pass
Sukhwinder D'Souza,26-07-2005,985476,Jammu & Kashmir + Ladakh,8,5,24,11,48,Pass
Aditya Fernandes,23-07-2005,176388,Tamil Nadu,2,0,15,21,38,Pass
Aryan Singh,14-12-2005,866103,Maharashtra,2,13,4,3,22,Pass
Raj Khan,01-02-2005,469830,Kerala,20,9,21,17,67,Pass
Rohan Fernandes,02-01-2006,136397,Jharkhand,20,8,13,2,43,Pass
Kunal Reddy,03-11-2005,687969,Chhattisgarh,4,14,17,24,59,Pass
David Mehta,10-07-2005,571773,Odisha,13,13,5,6,37,Pass
Yash Verma,29-07-2005,931751,Tamil Nadu,16,19,0,14,49,Pass
Paul Sharma,29-04-2005,476209,Uttar Pradesh,22,9,4,14,49,Pass
Aditya Pillai,30-11-2004,223113,West Bengal,2,10,19,15,46,Pass
Vivaan Reddy,30-04-2006,302301,Bihar,14,2,6,15,37,Pass
Krishna Singh,22-11-2004,833433,Rajasthan,14,2,21,21,58,Pass
Peter Singh,13-04-2005,658042,Bihar,0,10,18,12,40,Pass
Raj Khan,01-12-2004,198880,Telangana,14,6,6,3,29,Pass
Vivaan Singh,05-06-2005,551906,West Bengal,3,10,19,16,48,Pass
Ishaan Reddy,11-09-2005,144863,Andhra Pradesh,19,8,8,2,37,Pass
Rohan Reddy,01-05-2006,835706,Gujarat,23,19,0,22,64,Pass
Rehan Khan,06-02-2006,505624,Tripura,23,0,4,12,39,Pass
Aarav Khan,11-12-2005,176754,Jammu & Kashmir + Ladakh,8,6,7,6,27,Pass
Balbir Khan,06-01-2006,483371,Jharkhand,3,20,7,13,43,Pass
Mathew Khan,01-09-2005,802634,Uttar Pradesh,8,9,4,14,35,Pass
Vivaan D'Souza,26-11-2004,646934,Rajasthan,19,14,20,0,53,Pass
Ishaan Mehta,07-04-2006,239537,Uttar Pradesh,9,9,4,14,36,Pass
Sukhwinder Khan,09-09-2005,386320,Andhra Pradesh,15,10,19,11,55,Pass
John Pillai,04-01-2005,380860,Uttar Pradesh,2,9,4,14,29,Pass
Aarav D'Souza,13-02-2005,515873,Andhra Pradesh,16,2,3,10,31,Pass
Aryan Reddy,16-03-2005,840447,Maharashtra,6,24,6,14,50,Pass
Rehan Reddy,30-09-2005,850419,Tamil Nadu,8,7,4,7,26,Pass
Aarav Pillai,27-07-2005,605756,Punjab,9,6,16,6,37,Pass
Gurpreet Singh,12-04-2005,606102,Uttar Pradesh,22,9,4,14,49,Pass
David Mehta,30-03-2006,322553,Punjab,1,3,9,0,13,Pass
Yash Sharma,22-04-2005,462756,Uttar Pradesh,5,9,4,14,32,Pass
Vivaan D'Souza,16-11-2005,409653,Uttar Pradesh,2,9,4,14,29,Pass
Yash Khan,30-12-2004,801332,Uttar Pradesh,10,9,4,14,37,Pass
Yash Mehta,17-08-2005,583302,Himachal Pradesh,4,23,4,4,35,Pass
Sukhwinder D'Souza,24-01-2005,393767,Bihar,3,20,3,5,31,Pass
Peter Verma,24-12-2004,653592,Delhi,16,19,22,20,77,Pass
Paul Singh,07-10-2005,544512,Uttar Pradesh,2,9,4,14,29,Pass
Harjeet Sharma,02-03-2005,838299,Bihar,0,6,4,24,34,Pass
Vivaan D'Souza,27-01-2005,780710,Telangana,14,6,14,6,40,Pass
Aarav Reddy,21-07-2005,389007,West Bengal,0,24,6,14,44,Pass
Aditya Khan,29-09-2005,852898,Uttar Pradesh,4,9,4,14,31,Pass
Aditya Singh,19-04-2006,903275,Haryana,4,18,0,24,46,Pass
Vivaan Khan,01-04-2006,240071,Gujarat,17,4,4,14,39,Pass
Raj Sharma,26-09-2005,808210,West Bengal,12,16,2,16,46,Pass
David Fernandes,18-04-2005,670464,Uttar Pradesh,5,9,4,14,32,Pass
Vivaan Pillai,30-11-2005,783626,Andhra Pradesh,20,11,2,23,56,Pass
Farhan Reddy,27-09-2005,573578,Rajasthan,6,5,13,3,27,Pass
Sukhwinder Khan,29-09-2005,650964,Andhra Pradesh,11,0,19,11,41,Pass
Rohan D'Souza,11-01-2006,406404,Bihar,3,24,3,6,36,Pass
Aarav Fernandes,30-04-2005,760504,Rajasthan,6,16,10,1,33,Pass
Mathew D'Souza,07-05-2006,264466,Uttar Pradesh,5,9,4,14,32,Pass
Rohan Verma,25-08-2005,729240,Madhya Pradesh,3,7,14,6,30,Pass
Krishna Sharma,15-05-2005,969159,West Bengal,22,9,3,3,37,Pass
Ayaan Verma,04-08-2005,180409,Punjab,3,12,12,0,27,Pass
Ishaan Mehta,16-04-2005,685007,Uttar Pradesh,2,9,4,14,29,Pass
Aryan Reddy,21-11-2004,980876,Haryana,11,7,15,1,34,Pass
Yash Singh,13-01-2006,818559,Manipur,3,5,3,24,35,Pass
Aryan Reddy,24-03-2006,838314,Uttar Pradesh,9,9,4,14,36,Pass
Zaid D'Souza,13-12-2005,969856,Madhya Pradesh,18,15,1,6,40,Pass
Krishna Verma,05-03-2006,555260,Chhattisgarh,22,5,15,17,59,Pass
Yash Fernandes,13-11-2004,537686,West Bengal,3,1,10,8,22,Pass
Aryan D'Souza,25-04-2006,864450,Madhya Pradesh,4,4,10,0,18,Pass
Raj Reddy,23-09-2005,332448,Andhra Pradesh,1,24,5,8,38,Pass
Rohan Mehta,07-11-2005,484487,Andhra Pradesh,15,15,13,15,58,Pass
Peter Mehta,21-03-2006,310313,Telangana,9,1,4,6,20,Pass
Aryan Fernandes,24-07-2005,610796,Karnataka,6,7,15,23,51,Pass
Aarav Reddy,17-11-2005,646456,Gujarat,0,21,8,4,33,Pass
Mathew Singh,16-07-2005,712118,Madhya Pradesh,21,8,4,20,53,Pass
Vivaan Khan,16-07-2005,562187,West Bengal,5,4,16,2,27,Pass
Aarav Sharma,16-06-2005,975184,Maharashtra,3,8,6,22,39,Pass
Raj Sharma,17-12-2005,321347,Odisha,22,10,8,4,44,Pass
Kunal Reddy,20-10-2005,289139,Maharashtra,2,6,21,0,29,Pass
Kunal Khan,07-06-2005,295785,Rajasthan,18,21,11,13,63,Pass
Yash Khan,15-09-2005,713349,Madhya Pradesh,1,16,14,11,42,Pass
Balbir Singh,01-03-2005,513540,Maharashtra,4,17,8,2,31,Pass
Yash Mehta,04-03-2005,384786,Kerala,22,10,19,8,59,Pass
Raj Verma,26-04-2005,305555,Maharashtra,3,14,9,12,38,Pass
Ishaan Singh,30-07-2005,210399,Andhra Pradesh,24,6,5,21,56,Pass
Gurpreet Chopra,14-03-2006,110522,Gujarat,23,15,24,2,64,Pass
Yash Khan,08-04-2005,429057,Tamil Nadu,20,5,5,22,52,Pass
Ishaan Mehta,02-06-2005,256690,Telangana,8,17,2,16,43,Pass
Manpreet Verma,02-01-2005,251756,Telangana,10,0,0,6,16,Pass
Peter Pillai,06-02-2006,542812,Madhya Pradesh,1,20,5,23,49,Pass
Aditya Verma,18-01-2005,267487,Maharashtra,3,16,14,13,46,Pass
Farhan Verma,02-06-2005,191757,Jharkhand,2,21,23,2,48,Pass
Rehan Singh,16-11-2005,250743,Jharkhand,1,24,24,22,71,Pass
Ishaan Pillai,11-11-2005,888631,Punjab,4,1,24,13,42,Pass
David Singh,05-11-2005,909762,Rajasthan,7,14,9,11,41,Pass
Aarav Chopra,15-04-2005,975310,West Bengal,19,3,7,8,37,Pass
Vivaan Singh,08-07-2005,328386,Jammu & Kashmir + Ladakh,7,12,23,12,54,Pass
Aryan Singh,25-04-2005,277942,Assam,7,14,17,7,45,Pass
Yash Pillai,27-08-2005,123116,Haryana,13,1,8,3,25,Pass
Raj Sharma,14-12-2004,276954,Bihar,5,11,15,2,33,Pass
Raj Mehta,10-02-2006,536543,Karnataka,23,24,10,3,60,Pass
Ishaan Reddy,27-03-2005,100664,Maharashtra,6,18,9,19,52,Pass
Ishaan Mehta,08-05-2005,992333,Chhattisgarh,18,20,15,8,61,Pass
Aarav Chopra,03-11-2005,290589,Uttar Pradesh,6,9,4,14,33,Pass
Raj Sharma,02-07-2005,487549,Telangana,7,13,12,3,35,Pass
Yash Chopra,21-03-2006,444760,Telangana,1,24,3,2,30,Pass
Aditya Pillai,21-11-2005,106484,Bihar,9,0,6,24,39,Pass
Farhan D'Souza,12-11-2005,632467,Madhya Pradesh,12,0,11,10,33,Pass
Harjeet Reddy,10-12-2004,293084,Uttarakhand,19,1,8,0,28,Pass
Aditya Chopra,23-02-2006,497540,Uttar Pradesh,13,9,4,14,40,Pass
Raj D'Souza,11-11-2004,586124,Punjab,12,5,21,2,40,Pass
Rohan Mehta,13-11-2004,996084,Rajasthan,0,19,0,9,28,Pass
Raj Khan,06-03-2006,388062,Madhya Pradesh,1,24,13,5,43,Pass
Ishaan D'Souza,26-02-2005,791729,Rajasthan,4,12,21,12,49,Pass
Yash Sharma,20-12-2005,926944,Karnataka,21,24,23,21,89,Pass
Krishna Sharma,08-07-2005,826645,Rajasthan,7,13,22,10,52,Pass
Yash Fernandes,09-05-2005,915295,Maharashtra,3,13,12,23,51,Pass
Kunal Pillai,01-10-2005,754418,Maharashtra,3,17,0,9,29,Pass
Krishna Fernandes,24-10-2005,811658,Madhya Pradesh,1,20,5,22,48,Pass
Kunal D'Souza,13-02-2006,185409,Punjab,1,7,4,24,36,Pass
Gurpreet Chopra,30-10-2005,938344,Maharashtra,3,1,13,13,30,Pass
Mathew Pillai,05-03-2006,153031,Uttar Pradesh,15,9,4,14,42,Pass
Yash Mehta,20-02-2006,627894,Maharashtra,6,11,9,24,50,Pass
Aryan Reddy,20-02-2005,803223,Uttarakhand,3,12,8,15,38,Pass
Kunal Singh,10-01-2005,242364,Bihar,16,3,10,9,38,Pass
Harjeet Sharma,04-08-2005,849514,Odisha,5,7,5,18,35,Pass
Krishna Singh,08-12-2004,487286,Bihar,12,2,10,20,44,Pass
Raj Sharma,28-11-2004,655237,Bihar,9,23,4,16,52,Pass
Yash Singh,29-10-2005,894423,Uttar Pradesh,6,9,4,14,33,Pass
Krishna Verma,04-06-2005,462010,Telangana,13,3,13,17,46,Pass
Sukhwinder Fernandes,25-03-2005,271478,Punjab,3,17,24,9,53,Pass
Aryan Mehta,02-05-2005,824825,Chhattisgarh,15,17,24,22,78,Pass
Aditya Sharma,25-12-2004,235655,Chhattisgarh,20,5,23,23,71,Pass
Aryan Reddy,09-01-2005,285866,Madhya Pradesh,9,3,23,13,48,Pass
Raj Pillai,19-06-2005,597758,Tamil Nadu,19,10,12,3,44,Pass
Ishaan Verma,29-06-2005,501580,Andhra Pradesh,18,3,5,8,34,Pass
Ishaan D'Souza,22-02-2006,613832,Punjab,11,0,22,5,38,Pass
Peter Mehta,06-11-2005,899897,Maharashtra,3,19,17,3,42,Pass
Aditya Singh,22-06-2005,741006,Madhya Pradesh,17,22,2,10,51,Pass
Balbir Chopra,26-11-2005,420071,West Bengal,3,21,15,22,61,Pass
Rohan Pillai,29-10-2005,184938,Gujarat,5,9,6,9,29,Pass
Sukhwinder Verma,17-08-2005,207804,Maharashtra,11,6,9,13,39,Pass
Raj Pillai,19-12-2005,349208,Punjab,7,7,15,11,40,Pass
Rohan D'Souza,30-11-2005,579921,Gujarat,5,7,13,19,44,Pass
Kunal Fernandes,05-02-2005,151516,Chhattisgarh,0,14,24,16,54,Pass
Ishaan Pillai,06-07-2005,195371,Bihar,9,18,3,8,38,Pass
Aryan Khan,27-09-2005,996183,Bihar,8,15,7,14,44,Pass
Kunal Khan,11-08-2005,804702,Odisha,4,10,9,14,37,Pass
Ishaan Pillai,05-05-2005,646148,Maharashtra,3,12,18,24,57,Pass
Raj Pillai,12-03-2005,795008,Maharashtra,11,0,4,23,38,Pass
Aditya Singh,06-06-2005,780213,West Bengal,3,18,10,7,38,Pass
Krishna Reddy,15-02-2006,754600,Bihar,3,23,9,9,44,Pass
Aditya Sharma,20-02-2006,381058,Maharashtra,24,18,1,1,44,Pass
Raj Mehta,21-05-2005,364189,Rajasthan,22,2,11,13,48,Pass
Raj Pillai,09-01-2006,835690,Karnataka,21,1,19,10,51,Pass
Balbir Verma,22-01-2005,110276,Kerala,3,10,4,20,37,Pass
Mathew Singh,12-12-2004,682212,Kerala,14,21,6,8,49,Pass
Aryan Singh,28-07-2005,558961,Telangana,3,3,15,6,27,Pass
Kunal Chopra,05-02-2005,488956,Punjab,8,3,19,17,47,Pass
Rohan Sharma,01-03-2006,684023,Telangana,24,8,9,2,43,Pass
Vivaan Khan,22-01-2006,801048,Andhra Pradesh,22,19,2,11,54,Pass
Harjeet Sharma,26-12-2004,984605,Haryana,9,17,2,15,43,Pass
Gurpreet Singh,08-06-2005,219813,Tamil Nadu,17,3,4,12,36,Pass
Manpreet Singh,02-03-2006,227771,Rajasthan,8,18,24,15,65,Pass
Aarav Fernandes,12-08-2005,199854,Rajasthan,17,17,11,14,59,Pass
Yash Fernandes,28-03-2006,351079,Maharashtra,0,1,10,24,35,Pass
David Verma,03-04-2005,774099,Andhra Pradesh,24,19,3,4,50,Pass
Sukhwinder Verma,27-04-2005,223536,Telangana,3,10,9,21,43,Pass
Krishna Mehta,15-03-2005,361683,Himachal Pradesh,9,8,8,9,34,Pass
Krishna Khan,13-09-2005,185406,Bihar,18,5,8,5,36,Pass
Ishaan Reddy,05-08-2005,607826,Assam,6,8,12,17,43,Pass
Raj Sharma,19-01-2005,562437,Uttar Pradesh,15,9,4,14,42,Pass
Rohan Reddy,07-10-2005,566703,Telangana,15,3,22,20,60,Pass
Manpreet Khan,18-01-2006,264805,Bihar,3,5,11,3,22,Pass
David Khan,08-05-2006,990194,Madhya Pradesh,1,4,17,19,41,Pass
Sukhwinder Reddy,31-05-2005,313358,Kerala,22,6,15,4,47,Pass
Paul Singh,12-11-2005,721864,Gujarat,8,7,7,8,30,Pass
Aarav Khan,01-09-2005,575385,Madhya Pradesh,1,19,17,3,40,Pass
Aryan Verma,30-04-2005,152090,Rajasthan,23,17,10,18,68,Pass
Rehan Pillai,03-04-2005,763090,Gujarat,5,11,6,9,31,Pass
Manpreet Reddy,23-11-2004,497845,Uttar Pradesh,7,9,4,14,34,Pass
Aarav Sharma,13-05-2005,549241,Jammu & Kashmir + Ladakh,16,23,20,0,59,Pass
Ayaan Pillai,24-10-2005,380107,Uttar Pradesh,11,9,4,14,38,Pass
Vivaan Sharma,27-01-2005,744629,Andhra Pradesh,0,9,5,11,25,Pass
Aditya Singh,22-03-2006,558908,Madhya Pradesh,1,5,24,9,39,Pass
Yash Verma,07-11-2005,985127,Himachal Pradesh,14,15,6,23,58,Pass
Vivaan Khan,09-02-2005,666103,West Bengal,3,22,13,16,54,Pass
Rohan Fernandes,11-02-2006,184911,Uttarakhand,6,21,8,8,43,Pass
Krishna Chopra,28-10-2005,326696,Maharashtra,6,12,17,19,54,Pass
Vivaan Mehta,07-03-2006,394967,Bihar,9,4,7,20,40,Pass
Kunal Reddy,01-08-2005,533840,Punjab,22,6,17,13,58,Pass
Aryan Mehta,10-05-2005,309428,Sikkim,1,11,9,19,40,Pass
Sukhwinder Singh,13-03-2006,917594,Chhattisgarh,16,23,12,5,56,Pass
Balbir Mehta,20-07-2005,426187,Telangana,12,21,3,17,53,Pass
Zaid D'Souza,05-04-2005,803004,Punjab,6,10,0,0,16,Pass
Farhan Sharma,25-10-2005,927678,Maharashtra,3,14,9,12,38,Pass
Kunal Chopra,16-10-2005,702405,Delhi,3,14,10,2,29,Pass
Rohan Reddy,08-04-2006,615199,Assam,9,2,21,9,41,Pass
Yash D'Souza,21-01-2006,793227,Rajasthan,10,22,18,4,54,Pass
Manpreet Mehta,10-02-2005,888063,Mizoram,4,8,4,11,27,Pass
Raj Pillai,17-02-2006,412195,Rajasthan,12,7,16,1,36,Pass
Raj Mehta,30-08-2005,408449,Karnataka,20,18,0,16,54,Pass
Yash Mehta,03-07-2005,528723,Meghalaya,11,11,5,11,38,Pass
Rohan Khan,27-11-2004,595843,Haryana,5,17,18,4,44,Pass
Manpreet Khan,07-04-2005,501110,Punjab,6,12,1,0,19,Pass
Balbir Mehta,26-01-2005,432177,Assam,8,16,4,9,37,Pass
Gurpreet Khan,13-02-2006,928665,Odisha,8,5,17,13,43,Pass
Aarav Verma,20-04-2005,312119,Maharashtra,7,0,19,15,41,Pass
Rohan Mehta,23-03-2005,982439,Rajasthan,2,19,1,21,43,Pass
Kunal Verma,29-12-2004,636122,Chhattisgarh,14,4,13,20,51,Pass
Raj Fernandes,27-10-2005,366573,Jharkhand,8,12,9,9,38,Pass
Aditya Sharma,23-12-2004,255376,Karnataka,24,19,7,11,61,Pass
David Chopra,30-04-2005,504976,Tamil Nadu,8,22,14,12,56,Pass
Kunal Sharma,23-07-2005,840275,Jammu & Kashmir + Ladakh,17,1,18,10,46,Pass
Rohan Reddy,17-03-2006,944430,Haryana,12,12,16,24,64,Pass
Imran Pillai,10-01-2006,209150,Rajasthan,23,7,5,13,48,Pass
Paul Mehta,26-12-2005,851822,Maharashtra,8,15,6,5,34,Pass
Ishaan Mehta,09-11-2004,674516,Bihar,9,0,16,3,28,Pass
Krishna Mehta,15-06-2005,245464,Kerala,22,18,10,7,57,Pass
Raj Reddy,21-03-2005,462649,Bihar,11,12,8,12,43,Pass
Raj Fernandes,17-03-2005,370072,Madhya Pradesh,6,21,11,5,43,Pass
Ishaan Singh,16-01-2005,602498,Haryana,0,17,15,22,54,Pass
Vivaan Singh,12-09-2005,832593,Haryana,2,15,1,19,37,Pass
Ishaan Sharma,22-01-2006,780357,Rajasthan,9,12,5,2,28,Pass
Krishna D'Souza,27-01-2005,362377,Punjab,7,10,3,24,44,Pass
Manpreet Pillai,22-02-2006,394695,Jammu & Kashmir + Ladakh,7,9,21,5,42,Pass
Rohan Khan,05-07-2005,511576,Gujarat,23,1,24,12,60,Pass
Peter Reddy,18-03-2006,984516,Rajasthan,1,7,11,20,39,Pass
Raj Chopra,05-02-2006,583002,Andhra Pradesh,10,8,0,14,32,Pass
Balbir Sharma,19-03-2006,474024,Delhi,23,1,21,8,53,Pass
Balbir Reddy,11-04-2006,972338,Andhra Pradesh,19,10,14,0,43,Pass
Aarav Singh,23-01-2005,131731,Punjab,23,12,8,6,49,Pass
David Khan,22-12-2005,217255,Jammu & Kashmir + Ladakh,21,5,11,1,38,Pass
Farhan D'Souza,18-12-2005,938299,Gujarat,5,5,7,11,28,Pass
Rohan Singh,04-03-2005,402452,Karnataka,2,22,10,8,42,Pass
Krishna Sharma,10-04-2006,769966,Tamil Nadu,10,13,20,5,48,Pass
Krishna Chopra,23-08-2005,404424,West Bengal,8,13,7,16,44,Pass
Vivaan Fernandes,12-09-2005,189432,Uttarakhand,6,18,8,15,47,Pass
Yash Chopra,18-01-2005,152883,Jharkhand,10,15,15,17,57,Pass
Aarav Pillai,20-08-2005,295672,Karnataka,7,8,23,13,51,Pass
Raj Pillai,16-07-2005,544150,West Bengal,3,4,13,0,20,Pass
Yash Singh,05-06-2005,288935,Maharashtra,3,24,18,12,57,Pass
Yash Singh,02-08-2005,379985,Kerala,9,0,3,24,36,Pass
Aditya Fernandes,17-07-2005,461832,West Bengal,1,7,8,8,24,Pass
Rohan Khan,10-10-2005,640329,Madhya Pradesh,1,21,3,3,28,Pass
Aarav Khan,29-01-2005,820937,Tripura,3,10,24,2,39,Pass
Vivaan Singh,28-03-2006,603389,Punjab,7,5,22,7,41,Pass
Raj Pillai,09-06-2005,653820,Bihar,18,23,0,3,44,Pass
Rehan Singh,25-03-2005,464733,Assam,7,11,5,12,35,Pass
Raj Verma,26-03-2005,653629,Bihar,7,11,15,4,37,Pass
Vivaan Chopra,26-07-2005,923641,Telangana,4,8,17,3,32,Pass
Peter Singh,21-03-2006,958688,Jharkhand,16,8,15,21,60,Pass
Aditya Khan,27-11-2005,206427,Uttar Pradesh,16,9,4,14,43,Pass
Aryan Fernandes,28-06-2005,704182,Bihar,13,13,16,3,45,Pass
Aryan Fernandes,03-11-2005,732804,Uttar Pradesh,12,9,4,14,39,Pass
Manpreet D'Souza,08-01-2005,287554,Rajasthan,21,5,18,3,47,Pass
Yash D'Souza,22-12-2004,183702,Karnataka,16,19,16,14,65,Pass
Ishaan Mehta,29-03-2005,381069,Kerala,12,22,16,5,55,Pass
Vivaan Reddy,11-04-2006,169775,Bihar,23,10,6,3,42,Pass
David Singh,05-04-2006,258556,Punjab,2,13,20,10,45,Pass
Farhan Sharma,11-04-2005,350914,Madhya Pradesh,11,11,7,2,31,Pass
Yash Mehta,27-03-2005,634202,Maharashtra,7,7,4,8,26,Pass
Rohan Singh,03-08-2005,618821,Uttar Pradesh,4,9,4,14,31,Pass
Ishaan Chopra,11-04-2006,145702,Odisha,13,15,5,14,47,Pass
Manpreet Mehta,19-01-2006,398868,Chhattisgarh,10,18,19,18,65,Pass
Kunal Chopra,01-12-2004,172653,Delhi,2,24,14,19,59,Pass
Aryan Pillai,01-01-2005,934863,Gujarat,9,19,8,11,47,Pass
David Sharma,11-07-2005,452379,Delhi,12,9,20,17,58,Pass
Aditya Singh,19-12-2005,120834,Andhra Pradesh,0,18,23,11,52,Pass
Kunal Singh,20-10-2005,701765,Tamil Nadu,21,18,16,10,65,Pass
Kunal Chopra,06-08-2005,266522,Uttar Pradesh,16,9,4,14,43,Pass
Vivaan Fernandes,29-09-2005,311005,Uttar Pradesh,21,9,4,14,48,Pass
Raj Reddy,17-02-2006,510999,Chhattisgarh,11,9,9,16,45,Pass
Aarav Chopra,14-12-2004,788039,Bihar,10,24,5,15,54,Pass
Ishaan Chopra,07-02-2006,800438,Uttar Pradesh,5,9,4,14,32,Pass
Peter Singh,24-02-2006,754062,Rajasthan,6,10,10,12,38,Pass
Rohan Singh,06-09-2005,480078,Uttar Pradesh,11,9,4,14,38,Pass
Ishaan Mehta,06-03-2005,142476,Bihar,3,9,7,19,38,Pass
Krishna Mehta,17-12-2005,799377,West Bengal,11,8,0,17,36,Pass
Kunal Singh,14-03-2006,173473,Jammu & Kashmir + Ladakh,7,17,9,11,44,Pass
John Reddy,29-11-2004,225206,Rajasthan,21,15,7,17,60,Pass
John Chopra,27-03-2005,418507,Andhra Pradesh,16,13,11,11,51,Pass
Rohan Fernandes,17-01-2005,319613,West Bengal,3,24,20,19,66,Pass
Manpreet Chopra,12-08-2005,926932,Uttar Pradesh,6,9,4,14,33,Pass
Ishaan Khan,26-07-2005,389270,Haryana,17,16,9,19,61,Pass
Raj Khan,16-01-2006,586091,Bihar,17,17,23,21,78,Pass
Ishaan Mehta,16-11-2004,139762,Assam,8,13,14,5,40,Pass
Krishna Singh,11-09-2005,271902,Kerala,0,8,11,17,36,Pass
Yash Chopra,21-05-2005,202822,Uttar Pradesh,9,9,4,14,36,Pass
Krishna Fernandes,27-05-2005,159085,West Bengal,2,3,7,6,18,Pass
Gurpreet Reddy,03-04-2006,588058,Madhya Pradesh,24,8,12,3,47,Pass
Peter Mehta,14-07-2005,976107,Sikkim,13,1,10,5,29,Pass
Krishna Mehta,20-05-2005,218113,Punjab,17,8,24,3,52,Pass
Vivaan Pillai,24-04-2006,726747,Tamil Nadu,24,17,4,12,57,Pass
Rohan Fernandes,04-08-2005,159723,Delhi,9,3,21,0,33,Pass
Balbir Sharma,10-10-2005,333307,Tamil Nadu,16,12,5,22,55,Pass
Gurpreet Singh,02-12-2004,263883,Andhra Pradesh,15,19,0,15,49,Pass
