Candidate Name,DOB,Registration Number,State,Maths,Physics,English,GK,Total Marks,PFT
Vivaan Khan,06-12-2005,204550,Punjab,22,24,21,17,84,Pass
Aarav Verma,04-01-2006,383592,Punjab,23,22,20,19,84,Pass
Balbir Verma,30-04-2005,241357,Punjab,19,19,23,21,82,Pass
Kunal Singh,17-07-2005,688339,Punjab,21,15,23,23,82,Pass
Vivaan D'Souza,24-02-2006,155646,Punjab,22,24,21,15,82,Pass
Ishaan Fernandes,21-01-2005,567096,Punjab,19,24,16,22,81,Pass
John Mehta,13-02-2005,259496,Punjab,11,23,24,23,81,Pass
Manpreet Reddy,16-09-2005,790745,Punjab,20,23,16,22,81,Pass
Rohan Singh,24-03-2006,875682,Punjab,23,23,21,14,81,Pass
Raj Reddy,24-03-2005,968514,Punjab,16,20,24,20,80,Pass
Aditya D'Souza,14-06-2005,849475,Punjab,19,16,24,21,80,Pass
Yash Sharma,05-03-2006,970448,Punjab,21,17,23,19,80,Pass
Aditya Verma,09-04-2006,734770,Punjab,16,21,22,21,80,Pass
Aarav Singh,16-04-2006,344562,Punjab,23,17,18,22,80,Pass
Manpreet Mehta,06-05-2006,775362,Punjab,23,17,21,19,80,Pass
Rohan Singh,16-12-2004,841430,Punjab,23,17,16,23,79,Pass
Vivaan Sharma,24-12-2004,402494,Punjab,23,20,15,21,79,Pass
Kunal Mehta,19-09-2005,797434,Punjab,20,24,24,11,79,Pass
Rohan Khan,10-12-2005,599704,Punjab,16,22,24,17,79,Pass
Yash Reddy,11-12-2005,245929,Punjab,17,21,18,23,79,Pass
Manpreet Khan,09-04-2006,708611,Punjab,15,21,20,23,79,Pass
Kunal Fernandes,24-03-2005,321417,Punjab,18,23,24,13,78,Pass
Paul Fernandes,29-03-2005,800031,Punjab,17,18,20,23,78,Pass
Gurpreet Fernandes,08-04-2005,333883,Punjab,23,21,14,20,78,Pass
Aryan Khan,17-04-2005,349815,Punjab,15,23,22,18,78,Pass
Rohan Reddy,16-12-2005,410132,Punjab,14,22,22,20,78,Pass
Aryan Verma,26-11-2004,820029,Punjab,21,24,12,20,77,Pass
Aditya Pillai,13-03-2005,790871,Punjab,20,18,21,18,77,Pass
Sukhwinder Khan,03-04-2005,898282,Punjab,10,24,20,23,77,Pass
Aryan Singh,03-05-2005,481616,Punjab,23,20,15,19,77,Pass
Manpreet D'Souza,22-06-2005,883274,Punjab,23,17,24,13,77,Pass
Harjeet Reddy,13-12-2004,368572,Punjab,24,17,22,13,76,Pass
John Pillai,08-02-2005,131644,Punjab,15,17,23,21,76,Pass
Aarav Khan,03-11-2005,937845,Punjab,8,22,22,24,76,Pass
David Fernandes,09-11-2005,141621,Punjab,17,17,18,24,76,Pass
Ishaan Mehta,31-12-2005,884769,Punjab,15,24,19,18,76,Pass
Harjeet Fernandes,31-01-2006,239421,Punjab,20,19,14,23,76,Pass
Aarav Fernandes,06-03-2006,162645,Punjab,22,15,17,22,76,Pass
Raj Verma,23-03-2006,821691,Punjab,6,24,24,22,76,Pass
Aryan Chopra,22-02-2005,244080,Punjab,23,20,16,16,75,Pass
Krishna Khan,11-03-2005,488446,Punjab,22,21,20,12,75,Pass
Balbir D'Souza,06-01-2006,921438,Punjab,19,18,20,18,75,Pass
Gurpreet Chopra,28-01-2005,920109,Punjab,23,15,22,14,74,Pass
Aditya Singh,15-04-2005,291339,Punjab,19,24,13,18,74,Pass
Rehan Verma,09-06-2005,398279,Punjab,19,18,16,21,74,Pass
Aarav Singh,27-08-2005,224041,Punjab,17,18,21,18,74,Pass
Rohan Pillai,22-09-2005,979181,Punjab,17,20,19,18,74,Pass
Kunal Chopra,06-10-2005,370988,Punjab,24,22,17,11,74,Pass
Aryan Singh,20-10-2005,329954,Punjab,20,18,13,23,74,Pass
Aarav Mehta,06-12-2005,658598,Punjab,10,23,23,18,74,Pass
Manpreet Reddy,17-01-2006,220309,Punjab,23,11,16,24,74,Pass
Manpreet D'Souza,17-11-2004,930389,Punjab,18,11,21,23,73,Pass
Krishna Reddy,19-12-2004,875469,Punjab,16,12,24,21,73,Pass
Aarav Singh,24-03-2005,435769,Punjab,22,22,11,18,73,Pass
Gurpreet Chopra,14-05-2005,721489,Punjab,18,21,21,13,73,Pass
Aarav Chopra,01-11-2005,801353,Punjab,24,24,7,18,73,Pass
Raj Chopra,02-12-2005,877029,Punjab,24,23,8,18,73,Pass
Ishaan Verma,16-01-2006,898514,Punjab,14,24,18,17,73,Pass
Paul Reddy,23-01-2006,698873,Punjab,14,14,23,22,73,Pass
Peter Mehta,21-01-2005,720079,Punjab,24,23,11,14,72,Pass
Sukhwinder Verma,14-02-2005,611196,Punjab,17,23,18,14,72,Pass
Gurpreet Fernandes,19-06-2005,200870,Punjab,18,13,19,22,72,Pass
Harjeet Pillai,06-07-2005,960958,Punjab,18,19,11,24,72,Pass
Krishna Pillai,27-08-2005,204412,Punjab,11,24,21,16,72,Pass
Aarav Chopra,17-10-2005,465915,Punjab,19,19,12,22,72,Pass
Rohan Khan,24-12-2005,627296,Punjab,21,24,8,19,72,Pass
Yash Verma,25-12-2005,329859,Punjab,13,23,12,24,72,Pass
Ishaan Khan,14-01-2005,826390,Punjab,18,23,17,13,71,Pass
Aryan Fernandes,23-01-2005,921823,Punjab,24,7,17,23,71,Pass
David Singh,01-04-2005,540918,Punjab,12,23,14,22,71,Pass
Paul Reddy,03-04-2005,229790,Punjab,24,4,21,22,71,Pass
David Pillai,10-05-2005,593113,Punjab,15,24,21,11,71,Pass
Ayaan Chopra,20-09-2005,791175,Punjab,14,22,11,24,71,Pass
Manpreet Verma,07-01-2005,200247,Punjab,9,23,17,21,70,Pass
Aditya Sharma,09-02-2005,378430,Punjab,22,14,16,18,70,Pass
Ishaan Reddy,24-02-2005,845322,Punjab,17,5,24,24,70,Pass
Balbir Singh,16-03-2005,847446,Punjab,14,23,13,20,70,Pass
Aditya Reddy,09-06-2005,682757,Punjab,23,10,15,22,70,Pass
Aditya Chopra,22-07-2005,835280,Punjab,20,15,18,17,70,Pass
Raj Singh,03-08-2005,588240,Punjab,16,20,17,17,70,Pass
Imran Reddy,26-08-2005,223068,Punjab,24,6,20,20,70,Pass
Kunal Pillai,27-09-2005,121471,Punjab,11,22,23,14,70,Pass
Kunal Reddy,17-11-2005,875746,Punjab,21,10,24,15,70,Pass
Ayaan Pillai,21-12-2004,392292,Punjab,17,7,24,21,69,Pass
Imran Reddy,03-01-2005,999907,Punjab,23,12,22,12,69,Pass
Kunal Reddy,21-03-2005,267272,Punjab,16,7,22,24,69,Pass
Aditya Singh,20-06-2005,968342,Punjab,24,17,21,7,69,Pass
Mathew Mehta,30-06-2005,465468,Punjab,14,24,16,15,69,Pass
Harjeet Mehta,09-09-2005,750718,Punjab,22,20,13,14,69,Pass
Raj Pillai,26-02-2006,990186,Punjab,16,19,11,23,69,Pass
Gurpreet Khan,25-03-2006,764905,Punjab,22,18,14,15,69,Pass
Gurpreet Verma,10-02-2005,437921,Punjab,22,8,19,19,68,Pass
Sukhwinder Mehta,08-03-2005,655348,Punjab,15,13,16,24,68,Pass
Ishaan Reddy,20-09-2005,254368,Punjab,24,18,21,5,68,Pass
Yash Pillai,30-09-2005,226291,Punjab,21,12,11,24,68,Pass
Imran Verma,02-10-2005,719949,Punjab,5,20,20,23,68,Pass
Zaid Chopra,16-10-2005,580420,Punjab,21,23,18,6,68,Pass
Raj Sharma,03-11-2005,449808,Punjab,14,22,24,8,68,Pass
Krishna Pillai,12-11-2005,279257,Punjab,11,21,12,24,68,Pass
Rohan Singh,03-12-2005,739640,Punjab,21,19,7,21,68,Pass
Rohan Verma,11-02-2006,413656,Punjab,21,10,17,20,68,Pass
Ayaan Mehta,09-01-2005,404117,Punjab,18,7,20,22,67,Pass
Aarav D'Souza,24-01-2005,350184,Punjab,7,16,24,20,67,Pass
Mathew Pillai,04-02-2005,191361,Punjab,13,11,20,23,67,Pass
Rohan Reddy,05-02-2005,686111,Punjab,12,11,23,21,67,Pass
Harjeet Chopra,11-03-2005,331647,Punjab,23,22,7,15,67,Pass
Vivaan Mehta,13-04-2005,612916,Punjab,11,21,12,23,67,Pass
Gurpreet Pillai,22-05-2005,983841,Punjab,17,18,13,19,67,Pass
Rohan Mehta,06-06-2005,472244,Punjab,20,21,13,13,67,Pass
Aryan Sharma,15-06-2005,862226,Punjab,17,18,8,24,67,Pass
Manpreet Chopra,22-07-2005,209491,Punjab,10,21,23,13,67,Pass
Aarav Chopra,28-07-2005,820965,Punjab,6,22,16,23,67,Pass
Kunal Mehta,24-11-2005,580416,Punjab,20,19,5,23,67,Pass
Vivaan Khan,26-11-2005,783166,Punjab,16,17,22,12,67,Pass
Rohan Verma,17-01-2006,548963,Punjab,19,13,17,18,67,Pass
Harjeet Singh,13-04-2006,657374,Punjab,9,22,17,19,67,Pass
Rohan Reddy,21-04-2006,553050,Punjab,8,22,22,15,67,Pass
Gurpreet Mehta,12-04-2005,676189,Punjab,14,21,8,23,66,Pass
Gurpreet Pillai,02-05-2005,855618,Punjab,17,23,14,12,66,Pass
Aarav Khan,18-07-2005,409851,Punjab,16,7,22,21,66,Pass
Balbir Sharma,18-09-2005,360181,Punjab,14,23,17,12,66,Pass
Kunal Fernandes,01-01-2006,966758,Punjab,14,19,21,12,66,Pass
Krishna Verma,02-02-2006,455623,Punjab,20,21,20,5,66,Pass
Aryan Singh,15-04-2006,229012,Punjab,19,14,9,24,66,Pass
Gurpreet D'Souza,18-11-2004,989335,Punjab,16,18,12,19,65,Pass
David Pillai,11-12-2004,172340,Punjab,8,23,14,20,65,Pass
Vivaan Khan,19-01-2005,815900,Punjab,17,4,23,21,65,Pass
Kunal Singh,29-01-2005,592217,Punjab,22,16,7,20,65,Pass
Raj Chopra,09-04-2005,821845,Punjab,13,15,15,22,65,Pass
Yash Sharma,24-04-2005,308835,Punjab,23,10,16,16,65,Pass
Mathew Fernandes,16-05-2005,655875,Punjab,11,19,17,18,65,Pass
Ishaan Verma,28-05-2005,520942,Punjab,18,24,5,18,65,Pass
Raj Pillai,11-06-2005,413082,Punjab,14,13,14,24,65,Pass
Rehan Verma,16-06-2005,818311,Punjab,22,20,12,11,65,Pass
Ayaan Pillai,03-09-2005,460336,Punjab,24,15,15,11,65,Pass
Krishna Fernandes,10-10-2005,991351,Punjab,22,24,12,7,65,Pass
Vivaan Chopra,01-11-2005,349619,Punjab,11,20,24,10,65,Pass
Aryan Singh,30-11-2005,353485,Punjab,11,12,24,18,65,Pass
Krishna Pillai,10-12-2005,415628,Punjab,17,7,20,21,65,Pass
Rohan D'Souza,18-02-2006,114300,Punjab,7,19,19,20,65,Pass
Yash Sharma,11-03-2006,811630,Punjab,20,16,8,21,65,Pass
Yash Khan,06-12-2004,730287,Madhya Pradesh,24,4,23,24,75,Pass
Raj D'Souza,12-11-2004,935666,Madhya Pradesh,23,4,24,22,73,Pass
Raj Fernandes,30-10-2005,783583,Madhya Pradesh,23,24,22,4,73,Pass
Kunal Singh,06-04-2005,132895,Madhya Pradesh,22,21,23,4,70,Pass
Vivaan Chopra,20-10-2005,385381,Madhya Pradesh,24,19,23,4,70,Pass
Manpreet Chopra,18-02-2005,182803,Madhya Pradesh,22,4,23,20,69,Pass
Aryan Fernandes,14-10-2005,561781,Madhya Pradesh,18,23,24,4,69,Pass
Krishna Reddy,27-10-2005,257123,Madhya Pradesh,23,23,19,4,69,Pass
Kunal Singh,15-01-2006,355687,Madhya Pradesh,22,19,24,4,69,Pass
Yash Reddy,01-02-2006,871886,Madhya Pradesh,19,23,23,4,69,Pass
Mathew Verma,30-12-2004,134310,Madhya Pradesh,20,23,21,4,68,Pass
Sukhwinder Verma,29-03-2006,695244,Madhya Pradesh,22,23,19,4,68,Pass
Aryan Khan,01-02-2005,965942,Madhya Pradesh,21,24,18,4,67,Pass
Rohan Mehta,13-11-2004,883465,Madhya Pradesh,23,4,22,17,66,Pass
Sukhwinder Singh,28-02-2005,889801,Madhya Pradesh,20,24,18,4,66,Pass
Yash Chopra,19-07-2005,504482,Madhya Pradesh,23,21,18,4,66,Pass
Balbir Pillai,18-11-2004,392256,Madhya Pradesh,21,4,23,17,65,Pass
John Verma,16-04-2005,172939,Madhya Pradesh,22,16,23,4,65,Pass
Kunal Singh,11-06-2005,473452,Madhya Pradesh,16,22,23,4,65,Pass
Aditya Reddy,18-07-2005,946505,Madhya Pradesh,21,4,19,21,65,Pass
Ishaan Mehta,19-09-2005,406914,Madhya Pradesh,15,4,24,22,65,Pass
Krishna Khan,31-12-2004,751351,Madhya Pradesh,23,23,14,4,64,Pass
Aarav Chopra,31-12-2004,220556,Madhya Pradesh,20,20,20,4,64,Pass
Gurpreet Mehta,02-01-2005,420096,Madhya Pradesh,19,22,19,4,64,Pass
Aditya Sharma,17-02-2005,160329,Madhya Pradesh,23,18,19,4,64,Pass
Aarav Fernandes,12-04-2005,600344,Madhya Pradesh,14,24,22,4,64,Pass
Paul Mehta,15-04-2005,319355,Madhya Pradesh,23,13,24,4,64,Pass
Aryan Sharma,31-08-2005,659155,Madhya Pradesh,17,20,23,4,64,Pass
Aryan Khan,14-09-2005,601461,Madhya Pradesh,21,20,19,4,64,Pass
Manpreet Reddy,15-10-2005,933152,Madhya Pradesh,13,4,24,23,64,Pass
Raj Fernandes,28-01-2006,670857,Madhya Pradesh,22,14,24,4,64,Pass
Manpreet D'Souza,24-04-2006,174628,Madhya Pradesh,19,21,20,4,64,Pass
Harjeet Pillai,11-01-2005,499284,Madhya Pradesh,15,24,20,4,63,Pass
Harjeet Mehta,17-01-2005,207675,Madhya Pradesh,23,4,16,20,63,Pass
Vivaan Fernandes,11-04-2005,924678,Madhya Pradesh,18,24,17,4,63,Pass
John Mehta,21-04-2005,383423,Madhya Pradesh,15,24,20,4,63,Pass
Aarav Fernandes,12-06-2005,382312,Madhya Pradesh,21,20,18,4,63,Pass
Aryan Mehta,28-10-2005,850838,Madhya Pradesh,21,4,19,19,63,Pass
Aryan Singh,29-01-2006,759979,Madhya Pradesh,23,22,14,4,63,Pass
Imran Singh,09-02-2006,162577,Madhya Pradesh,24,11,24,4,63,Pass
Aditya Verma,13-04-2006,209955,Madhya Pradesh,13,23,23,4,63,Pass
Balbir Khan,22-11-2004,781697,Madhya Pradesh,13,23,22,4,62,Pass
Aryan Sharma,29-11-2004,500673,Madhya Pradesh,18,24,16,4,62,Pass
Yash Sharma,07-12-2004,947852,Madhya Pradesh,22,4,18,18,62,Pass
Paul Sharma,22-01-2005,290152,Madhya Pradesh,22,13,23,4,62,Pass
Imran Fernandes,11-02-2005,731838,Madhya Pradesh,14,4,24,20,62,Pass
Rohan Singh,22-04-2005,275982,Madhya Pradesh,21,4,17,20,62,Pass
Aditya Verma,26-06-2005,358728,Madhya Pradesh,15,19,24,4,62,Pass
Raj Fernandes,16-12-2005,680268,Madhya Pradesh,15,22,21,4,62,Pass
Aryan D'Souza,13-03-2006,335643,Madhya Pradesh,13,4,21,24,62,Pass
Rohan Sharma,24-11-2004,240872,Madhya Pradesh,24,4,16,17,61,Pass
Mathew Fernandes,23-05-2005,216931,Madhya Pradesh,23,16,18,4,61,Pass
Zaid Reddy,22-07-2005,368409,Madhya Pradesh,23,4,10,24,61,Pass
Rehan Chopra,07-09-2005,325519,Madhya Pradesh,16,18,23,4,61,Pass
Yash Reddy,21-09-2005,967796,Madhya Pradesh,17,4,18,22,61,Pass
Gurpreet Pillai,20-01-2005,924576,Madhya Pradesh,23,23,10,4,60,Pass
Manpreet Sharma,24-02-2005,673012,Madhya Pradesh,16,17,23,4,60,Pass
Sukhwinder D'Souza,18-04-2005,721033,Madhya Pradesh,16,16,24,4,60,Pass
Aryan Reddy,15-09-2005,336254,Madhya Pradesh,24,4,23,9,60,Pass
Ishaan Fernandes,12-10-2005,408176,Madhya Pradesh,10,4,23,23,60,Pass
Paul Pillai,07-11-2005,821580,Madhya Pradesh,15,4,23,18,60,Pass
Krishna Chopra,10-12-2005,492167,Madhya Pradesh,12,24,20,4,60,Pass
Kunal Chopra,19-11-2004,316109,Madhya Pradesh,21,4,15,19,59,Pass
Rehan Fernandes,13-12-2004,357219,Madhya Pradesh,19,22,14,4,59,Pass
Rohan Singh,26-12-2004,255228,Madhya Pradesh,23,24,8,4,59,Pass
Aarav Mehta,26-03-2005,936153,Madhya Pradesh,18,17,20,4,59,Pass
Krishna Mehta,30-03-2005,823504,Madhya Pradesh,21,18,16,4,59,Pass
Vivaan Khan,23-04-2005,136300,Madhya Pradesh,11,21,23,4,59,Pass
Paul Chopra,09-08-2005,745329,Madhya Pradesh,21,16,18,4,59,Pass
Aditya Mehta,14-09-2005,819664,Madhya Pradesh,18,13,24,4,59,Pass
Kunal D'Souza,07-12-2005,801807,Madhya Pradesh,16,23,16,4,59,Pass
Aditya Mehta,14-12-2005,331222,Madhya Pradesh,19,13,23,4,59,Pass
Aryan Reddy,01-02-2006,400535,Madhya Pradesh,17,16,22,4,59,Pass
Aryan Verma,11-03-2006,351392,Madhya Pradesh,15,21,19,4,59,Pass
Farhan Fernandes,25-04-2006,158422,Madhya Pradesh,12,23,20,4,59,Pass
Mathew D'Souza,08-11-2004,952330,Madhya Pradesh,24,4,23,7,58,Pass
Raj Verma,22-09-2005,794362,Madhya Pradesh,18,14,22,4,58,Pass
Yash Chopra,04-10-2005,965789,Madhya Pradesh,13,4,20,21,58,Pass
Mathew Reddy,25-01-2006,587631,Madhya Pradesh,22,20,12,4,58,Pass
Raj Singh,18-03-2006,681257,Madhya Pradesh,24,4,18,12,58,Pass
Zaid Mehta,21-01-2005,642097,Madhya Pradesh,9,4,23,21,57,Pass
Sukhwinder Pillai,18-04-2005,605305,Madhya Pradesh,17,4,21,15,57,Pass
Raj Chopra,03-05-2005,252659,Madhya Pradesh,15,14,24,4,57,Pass
Vivaan Mehta,15-05-2005,523925,Madhya Pradesh,9,4,21,23,57,Pass
Aryan Chopra,25-05-2005,810037,Madhya Pradesh,10,4,22,21,57,Pass
Krishna Reddy,20-06-2005,419318,Madhya Pradesh,18,4,19,16,57,Pass
Rohan Singh,11-08-2005,693233,Madhya Pradesh,23,4,22,8,57,Pass
Rohan D'Souza,18-08-2005,940077,Madhya Pradesh,24,20,9,4,57,Pass
Vivaan Verma,06-09-2005,580934,Madhya Pradesh,19,14,20,4,57,Pass
Aditya Mehta,17-09-2005,658849,Madhya Pradesh,18,4,16,19,57,Pass
Aditya Mehta,20-09-2005,114525,Madhya Pradesh,21,4,15,17,57,Pass
Krishna Verma,30-10-2005,810060,Madhya Pradesh,18,18,17,4,57,Pass
Krishna Pillai,21-11-2005,756986,Madhya Pradesh,18,4,24,11,57,Pass
Harjeet Chopra,10-01-2006,594522,Madhya Pradesh,24,4,5,24,57,Pass
Aryan Verma,13-01-2006,204196,Madhya Pradesh,23,6,24,4,57,Pass
Vivaan Verma,05-12-2004,209615,Madhya Pradesh,8,14,18,16,56,Pass
Yash Pillai,26-12-2004,342313,Madhya Pradesh,12,23,14,7,56,Pass
Raj Fernandes,31-12-2004,285075,Madhya Pradesh,13,14,14,15,56,Pass
John Reddy,08-01-2005,203025,Madhya Pradesh,17,20,13,6,56,Pass
Rohan Fernandes,25-01-2005,765942,Madhya Pradesh,17,21,14,4,56,Pass
Krishna D'Souza,21-02-2005,460020,Madhya Pradesh,18,16,14,8,56,Pass
Sukhwinder Fernandes,23-02-2005,907804,Madhya Pradesh,10,17,23,6,56,Pass
David Chopra,28-02-2005,422685,Madhya Pradesh,6,10,20,20,56,Pass
Aryan Pillai,07-03-2005,702591,Madhya Pradesh,15,13,7,21,56,Pass
Ishaan Fernandes,13-03-2005,854218,Madhya Pradesh,13,21,9,13,56,Pass
Yash Singh,04-04-2005,476711,Madhya Pradesh,14,15,19,8,56,Pass
Yash Pillai,26-04-2005,803158,Madhya Pradesh,18,18,5,15,56,Pass
Raj Chopra,03-05-2005,792727,Madhya Pradesh,5,13,19,19,56,Pass
Harjeet Mehta,30-05-2005,929677,Madhya Pradesh,13,5,18,20,56,Pass
Rohan Khan,08-06-2005,775992,Madhya Pradesh,16,4,13,23,56,Pass
Sukhwinder Verma,23-06-2005,495515,Madhya Pradesh,19,18,5,14,56,Pass
Krishna Fernandes,03-07-2005,469506,Madhya Pradesh,15,4,21,16,56,Pass
Zaid D'Souza,06-08-2005,960302,Madhya Pradesh,6,6,21,23,56,Pass
Ayaan Mehta,07-08-2005,432969,Madhya Pradesh,7,22,10,17,56,Pass
Yash Reddy,04-09-2005,563911,Madhya Pradesh,24,14,4,14,56,Pass
Yash Chopra,14-09-2005,338252,Madhya Pradesh,21,8,23,4,56,Pass
Rohan D'Souza,16-09-2005,784810,Madhya Pradesh,4,19,14,19,56,Pass
Yash Singh,28-09-2005,574384,Madhya Pradesh,14,4,14,24,56,Pass
Aarav Reddy,23-10-2005,365125,Madhya Pradesh,18,16,18,4,56,Pass
Rohan Singh,26-10-2005,647540,Madhya Pradesh,4,21,15,16,56,Pass
Peter Sharma,28-10-2005,591148,Madhya Pradesh,12,14,18,12,56,Pass
Raj Verma,14-12-2005,784116,Madhya Pradesh,18,12,18,8,56,Pass
Ishaan Fernandes,24-01-2006,371488,Madhya Pradesh,19,14,19,4,56,Pass
Farhan Fernandes,26-01-2006,551351,Madhya Pradesh,17,7,16,16,56,Pass
Balbir Pillai,06-02-2006,953931,Madhya Pradesh,16,18,14,8,56,Pass
Ishaan Khan,08-02-2006,110771,Madhya Pradesh,18,10,24,4,56,Pass
Raj Mehta,18-03-2006,891491,Madhya Pradesh,23,18,6,9,56,Pass
Kunal Verma,23-03-2006,610745,Madhya Pradesh,22,18,12,4,56,Pass
Krishna Khan,28-04-2006,340926,Madhya Pradesh,18,21,13,4,56,Pass
Sukhwinder Reddy,15-12-2005,181362,Haryana,15,23,24,21,83,Pass
Aryan Verma,18-03-2006,302118,Haryana,19,18,24,22,83,Pass
Rohan Khan,19-04-2005,840021,Haryana,21,18,18,24,81,Pass
Sukhwinder Verma,11-08-2005,968829,Haryana,21,18,21,20,80,Pass
Rohan Pillai,22-01-2006,230587,Haryana,23,23,13,21,80,Pass
Rohan Reddy,29-03-2006,306954,Haryana,24,21,18,17,80,Pass
Rohan Mehta,01-12-2004,299090,Haryana,20,20,17,22,79,Pass
Krishna Khan,10-01-2005,977116,Haryana,19,23,16,21,79,Pass
Manpreet Sharma,20-01-2005,845014,Haryana,17,22,19,21,79,Pass
Paul Khan,20-04-2005,540516,Haryana,22,14,22,21,79,Pass
Yash Verma,10-05-2005,281074,Haryana,22,12,22,23,79,Pass
Imran Fernandes,01-07-2005,296792,Haryana,20,21,22,16,79,Pass
Vivaan Singh,14-08-2005,744845,Haryana,18,23,23,15,79,Pass
Ishaan Pillai,20-10-2005,957165,Haryana,19,14,24,22,79,Pass
Rohan Chopra,14-01-2005,645577,Haryana,24,8,24,22,78,Pass
Rohan Khan,02-02-2006,251779,Haryana,24,21,21,12,78,Pass
Vivaan Singh,20-02-2006,443996,Haryana,15,24,16,23,78,Pass
Kunal Mehta,11-11-2004,200622,Haryana,23,10,24,20,77,Pass
Gurpreet Reddy,09-01-2005,847931,Haryana,19,19,21,18,77,Pass
Aryan Pillai,05-02-2005,836599,Haryana,22,11,20,24,77,Pass
Raj Sharma,16-10-2005,468483,Haryana,18,24,24,11,77,Pass
Aryan Verma,28-03-2006,447312,Haryana,19,24,20,14,77,Pass
John D'Souza,11-05-2005,462882,Haryana,9,20,23,24,76,Pass
Kunal Sharma,10-02-2005,717420,Haryana,23,20,21,11,75,Pass
Kunal Fernandes,19-06-2005,963948,Haryana,17,20,21,17,75,Pass
Ishaan Sharma,17-09-2005,837503,Haryana,21,17,23,14,75,Pass
Gurpreet Sharma,17-02-2006,454347,Haryana,24,7,23,21,75,Pass
Kunal Pillai,06-04-2006,250789,Haryana,24,24,8,19,75,Pass
Mathew D'Souza,14-11-2004,608247,Haryana,21,17,24,12,74,Pass
Peter Khan,15-02-2005,888167,Haryana,21,21,11,21,74,Pass
Ishaan Mehta,14-06-2005,366034,Haryana,23,23,17,11,74,Pass
Zaid Fernandes,20-07-2005,530685,Haryana,19,17,16,22,74,Pass
Krishna D'Souza,03-11-2005,556857,Haryana,23,22,14,15,74,Pass
Ishaan Khan,31-03-2005,861142,Haryana,10,22,17,24,73,Pass
Yash Singh,02-05-2005,592683,Haryana,19,12,21,21,73,Pass
Raj Khan,05-05-2005,590581,Haryana,14,13,22,24,73,Pass
Ishaan Sharma,20-05-2005,757150,Haryana,12,23,14,24,73,Pass
Mathew Fernandes,10-10-2005,249811,Haryana,17,22,17,17,73,Pass
Kunal Singh,22-02-2006,389641,Haryana,23,11,20,19,73,Pass
Vivaan Chopra,13-04-2006,854282,Haryana,18,21,10,24,73,Pass
Rohan Reddy,07-11-2004,364170,Haryana,6,22,21,23,72,Pass
Ishaan Reddy,16-11-2004,558717,Haryana,17,19,17,19,72,Pass
Raj D'Souza,15-01-2005,302910,Haryana,17,23,12,20,72,Pass
Krishna Verma,19-04-2005,700530,Haryana,17,19,16,20,72,Pass
Sukhwinder Sharma,11-06-2005,611999,Haryana,17,17,22,16,72,Pass
Yash Pillai,30-08-2005,190060,Haryana,21,22,21,8,72,Pass
Aryan Singh,27-09-2005,778950,Haryana,13,22,18,19,72,Pass
Aryan Reddy,21-04-2006,445462,Haryana,22,19,15,16,72,Pass
Aarav Singh,28-04-2006,501176,Haryana,24,23,10,15,72,Pass
Aarav Reddy,01-05-2006,352573,Haryana,13,22,19,18,72,Pass
Krishna Singh,12-12-2004,645143,Haryana,20,22,18,11,71,Pass
Raj Pillai,06-01-2005,120990,Haryana,15,20,23,13,71,Pass
Aryan Pillai,25-02-2005,430597,Haryana,18,20,17,16,71,Pass
Rohan Khan,12-04-2005,158099,Haryana,12,22,24,13,71,Pass
Ishaan Sharma,04-06-2005,493904,Haryana,18,14,18,21,71,Pass
Raj Reddy,12-07-2005,561292,Haryana,10,21,17,23,71,Pass
Zaid D'Souza,11-08-2005,786111,Haryana,20,11,20,20,71,Pass
Aarav Mehta,02-09-2005,941893,Haryana,24,18,21,8,71,Pass
Aditya Khan,26-09-2005,412063,Haryana,24,6,20,21,71,Pass
Ishaan Sharma,02-11-2005,582889,Haryana,17,17,16,21,71,Pass
Aditya Mehta,04-05-2006,675627,Haryana,21,5,21,24,71,Pass
Aditya D'Souza,11-11-2004,155772,Haryana,6,18,22,24,70,Pass
Peter Verma,30-04-2005,669911,Haryana,11,16,19,24,70,Pass
Harjeet Verma,21-06-2005,711498,Haryana,23,22,10,15,70,Pass
Kunal Mehta,23-06-2005,764967,Haryana,7,20,24,19,70,Pass
Kunal Reddy,30-07-2005,923554,Haryana,13,20,18,19,70,Pass
Aditya Verma,04-12-2005,459503,Haryana,24,4,23,19,70,Pass
Kunal Reddy,05-01-2006,848035,Haryana,17,16,13,24,70,Pass
Aditya Fernandes,04-03-2006,678196,Haryana,23,11,16,20,70,Pass
Peter Reddy,14-03-2006,148756,Haryana,21,15,23,11,70,Pass
Kunal Verma,27-01-2005,893034,Haryana,20,15,17,17,69,Pass
Ishaan Chopra,21-02-2005,678414,Haryana,24,15,10,20,69,Pass
Imran Mehta,27-04-2005,895588,Haryana,21,17,8,23,69,Pass
Peter Chopra,07-06-2005,142110,Haryana,13,17,22,17,69,Pass
Kunal Verma,08-06-2005,373356,Haryana,15,14,18,22,69,Pass
Aryan D'Souza,16-06-2005,367877,Haryana,17,20,17,15,69,Pass
Ishaan Fernandes,30-06-2005,670181,Haryana,13,18,17,21,69,Pass
Raj D'Souza,05-08-2005,389185,Haryana,24,15,13,17,69,Pass
Rohan Singh,12-08-2005,556990,Haryana,16,22,14,17,69,Pass
Aarav Chopra,18-08-2005,590953,Haryana,22,23,9,15,69,Pass
